age,monthly_income,employment_status,years_employed,credit_history_years,existing_loans,late_payments,defaulted_before,requested_amount,monthly_debt,debt_to_income,loan_to_income,credit_score,risk_level,approved
37,17210,Employed,23,9,4,4,0,147024,1963,0.11406159209761767,0.7119116792562463,518.5979081929111,High,0
49,19456,Employed,16,11,4,4,0,126657,1785,0.09174547697368421,0.542493318256579,541.4409436677631,High,0
24,34367,Employed,27,4,1,2,0,71686,2274,0.06616812640032589,0.17382469617171512,601.630343061658,Medium,1
58,13106,Unemployed,25,8,2,2,1,117841,2686,0.2049443003204639,0.749281499567628,460.44979398748666,High,0
50,5472,Employed,15,7,1,0,0,37264,2968,0.5423976608187134,0.567495126705653,575.8625730994153,Medium,1
57,9704,Employed,24,15,4,2,0,183625,4572,0.4711459192085738,1.5768841027754879,493.8494435284419,High,0
56,6713,Employed,14,13,2,2,0,190431,715,0.10650975718754656,2.3639579919559064,500.38134962014,High,0
35,8051,Self-Employed,12,12,2,0,0,114885,242,0.030058377841261957,1.1891379952800893,615.0447149422432,Medium,1
57,13756,Self-Employed,14,12,4,5,1,145880,3915,0.2846030822913638,0.8837355820490452,382.8234952020936,High,0
18,5475,Employed,26,4,2,0,0,57330,1523,0.2781735159817352,0.8726027397260274,564.2630136986301,Medium,1
28,39378,Employed,3,15,2,2,0,119672,837,0.021255523388694193,0.2532547784719048,647.2540504850424,Medium,1
45,7255,Self-Employed,15,10,1,4,0,43345,3323,0.4580289455547898,0.49787502871582817,525.1640248104756,High,0
42,17484,Employed,29,4,2,2,0,44222,2953,0.16889727751086708,0.21077365972698847,577.0859071150767,Medium,1
40,37503,Employed,11,12,4,3,0,62755,1345,0.035863797562861635,0.13944440000355526,597.3296802922433,Medium,1
48,11258,Self-Employed,29,10,0,3,0,13933,2423,0.21522472908154203,0.10313406762598448,607.9849884526559,Medium,1
47,38196,Self-Employed,3,18,0,3,1,73207,2028,0.053094564875903236,0.15971785876357036,564.0455806890774,Medium,0
59,11533,Employed,2,2,0,5,0,179811,1432,0.12416543830746553,1.2992499783230729,467.1451487037198,High,0
52,35581,Self-Employed,21,14,4,1,0,183810,239,0.0067170680981422665,0.4304966133610635,633.364155026559,Medium,1
24,8249,Self-Employed,16,6,0,3,0,109691,138,0.016729300521275307,1.1081242170768173,551.5050309128379,Medium,1
33,22201,Employed,21,6,1,4,0,110137,3193,0.14382235034457908,0.41340855517018754,547.9368046484392,High,0
43,12686,Unemployed,17,5,4,5,1,157955,419,0.033028535393347,1.0375939355720216,368.780939618477,High,0
19,35007,Self-Employed,24,2,4,1,0,103818,303,0.008655411774787899,0.24713628702830862,584.1331733653269,Medium,1
18,3661,Self-Employed,17,12,4,1,0,103510,2162,0.5905490303195848,2.356141309296185,437.7656378038787,High,0
29,33137,Self-Employed,22,6,2,3,0,104251,2026,0.06114011527899327,0.2621716912615304,576.932884690829,Medium,1
22,13526,Employed,27,4,2,2,0,179473,4102,0.3032677805707526,1.1057284735570998,507.26415791808375,High,0
54,6374,Employed,16,17,2,0,0,151452,2226,0.34923125196109195,1.980075305930342,554.2877314088485,Medium,1
49,28592,Employed,11,7,3,2,1,23212,1168,0.0408505875769446,0.06765295653795933,506.0387520984891,High,0
26,31982,Employed,22,16,1,2,0,33174,415,0.012976049027578013,0.08643924707648053,673.2565192921018,Medium,1
58,3207,Employed,20,19,4,1,0,142933,2713,0.8459619582164016,3.7140889720403285,360.63922669161207,High,0
52,38433,Unemployed,23,0,4,1,0,142166,149,0.003876876642468712,0.30825505858680474,571.0394712876954,Medium,1
36,26197,Self-Employed,3,13,2,5,0,109649,2444,0.09329312516700386,0.34879629983076943,562.8770469901134,Medium,1
33,36400,Self-Employed,11,16,4,5,0,56319,838,0.023021978021978022,0.12893543956043957,579.5012362637362,Medium,1
20,6083,Unemployed,25,9,4,1,1,182800,1696,0.27880979779713955,2.5042468080442766,351.2880157816867,High,0
37,32328,Self-Employed,22,11,0,4,0,160435,4339,0.13421801534273695,0.41356048420358,584.0802091066568,Medium,1
41,23103,Employed,21,15,4,4,0,92846,1910,0.08267324589880103,0.3348987865933717,574.9852832965415,Medium,1
50,13754,Employed,20,13,3,0,0,175372,1421,0.10331539915660899,1.0625515001696477,608.849062091028,Medium,1
41,37447,Employed,19,15,2,1,0,59808,4974,0.1328277298581996,0.13309477394717867,661.0749859801853,Medium,1
28,18901,Self-Employed,14,7,1,3,0,142015,3001,0.15877466800698375,0.6261353014831667,558.3789217501719,Medium,1
25,36004,Employed,22,9,1,5,1,47616,1320,0.0366625930452172,0.11020997666925897,473.9878902344184,High,0
53,10446,Self-Employed,27,16,0,1,0,79329,4035,0.3862722573233774,0.6328498946965345,625.6763354394027,Medium,1
55,32301,Employed,15,17,1,4,1,161359,1523,0.04715024302653169,0.41629000134154776,514.3645707563234,High,0
57,29116,Self-Employed,4,19,1,1,0,132957,3878,0.1331913724412694,0.3805381920593488,676.1847437834867,Medium,1
37,21752,Self-Employed,20,15,2,4,0,170043,552,0.025376976829716808,0.6514458440603162,582.868012136815,Medium,1
52,35376,Self-Employed,14,16,2,1,0,61152,3756,0.10617367706919946,0.14405246494798735,668.6160108548169,Medium,1
42,19669,Unemployed,16,15,3,3,0,47351,3671,0.18663887335400883,0.20061602860677547,600.5663734811125,Medium,1
52,35916,Self-Employed,17,18,0,0,0,196112,481,0.01339235995099677,0.4550246872331737,711.09143557189,Low,1
42,16395,Unemployed,4,7,1,3,0,127377,599,0.03653552912473315,0.6474382433668802,571.7694419030192,Medium,1
46,23421,Unemployed,12,5,3,4,0,65616,1164,0.04969898808761368,0.23346569318133298,545.0281798386063,High,0
35,29342,Self-Employed,18,5,0,5,0,159969,4678,0.15943016835934837,0.4543231545225274,528.6089905255266,High,0
63,7895,Self-Employed,29,8,1,5,1,28010,4232,0.5360354654844839,0.29565125606924214,397.93666877770744,High,0
35,14023,Employed,12,3,1,2,0,176226,1003,0.07152535120872852,1.047243813734579,543.5823290308779,High,0
19,13699,Employed,17,11,2,3,1,126822,1982,0.14468209358347325,0.7714796700489087,461.3493685670487,High,0
52,12715,Employed,13,11,4,1,0,156186,1634,0.12850963429020842,1.0236335037357451,568.1608336610302,Medium,1
33,22169,Employed,29,16,0,0,0,24050,2997,0.13518877712120528,0.09040401762220518,708.353105688123,Low,1
58,19163,Employed,3,14,1,1,0,26125,686,0.03579815269007984,0.11360869035815548,678.887700255701,Medium,1
53,8782,Unemployed,3,8,0,1,0,186468,3414,0.3887497153268048,1.7694147119107264,517.1851514461399,High,0
50,25641,Unemployed,19,6,3,3,1,180918,1759,0.0686010686010686,0.587984087984088,446.4888264888265,High,0
21,21792,Self-Employed,19,9,3,0,0,156468,4937,0.22655102790014683,0.5983388399412628,601.9135462555066,Medium,1
50,38585,Employed,18,15,4,2,1,97661,2480,0.06427368148244136,0.21092177443738933,524.6318517558636,High,0
31,33682,Employed,12,11,1,1,1,93116,1337,0.03969479247075589,0.23038022286879242,556.4138115313817,Medium,0
38,21880,Employed,11,6,2,0,0,124233,114,0.005210237659963437,0.4731604204753199,630.9851462522852,Medium,1
37,21073,Employed,6,17,1,2,1,175045,3957,0.18777582688748637,0.6922167386387004,520.9338964551796,High,0
25,39035,Employed,24,14,0,1,0,159646,568,0.01455104393493019,0.3408180692540882,677.8047905725631,Medium,1
24,27837,Employed,11,5,3,0,1,95155,1553,0.05578905772892194,0.2848576834189508,521.2138520673923,High,0
20,20826,Unemployed,20,11,0,3,0,134843,2689,0.12911744934216846,0.5395619257978809,597.132190531067,Medium,1
34,27981,Self-Employed,3,10,4,5,0,18869,4590,0.16403988420714055,0.056195871007707614,536.9434616346807,High,0
50,13382,Employed,26,19,3,5,1,67167,3340,0.24958900014945448,0.418267075175609,459.9532954715289,High,0
29,7437,Employed,1,2,2,1,0,192219,2988,0.4017749092375958,2.1538590829635607,442.5554659136749,High,0
39,8435,Employed,1,1,3,1,0,148194,3151,0.37356253704801423,1.4640782454060461,472.3278008298755,High,0
39,27819,Employed,4,5,1,0,0,179899,3527,0.12678385276250045,0.5388972764417604,617.4521010819943,Medium,1
63,39875,Unemployed,22,4,1,5,0,149407,3015,0.07561128526645768,0.3122403343782654,532.1922257053292,High,0
47,34982,Employed,9,17,3,1,0,68576,821,0.02346921273797953,0.16336020429554246,672.3820822137099,Medium,1
55,36328,Employed,9,15,4,2,0,26677,3574,0.0983814137855098,0.06119476253394994,629.5225445937018,Medium,1
55,15329,Employed,8,7,1,1,0,164295,3787,0.24704807880487964,0.8931600234848979,571.7646291343206,Medium,1
62,28169,Employed,12,19,1,5,0,165886,1608,0.05708402854201427,0.4907463287064977,598.7051368525684,Medium,1
25,24932,Self-Employed,6,10,2,4,0,130662,559,0.022420985079416013,0.4367278998876945,571.1058077972084,Medium,1
44,37594,Self-Employed,4,9,3,5,0,179257,4063,0.10807575676969729,0.3973528577255236,528.1897377241049,High,0
44,14421,Self-Employed,25,11,1,2,0,81794,4435,0.3075376187504334,0.4726556179645425,589.7361486720755,Medium,1
51,10629,Employed,9,5,4,0,0,80675,611,0.05748424122683225,0.6325069777652335,590.1514723868662,Medium,1
38,11325,Employed,9,19,0,2,1,47325,2163,0.19099337748344372,0.34823399558498896,561.1867549668874,Medium,0
47,31495,Employed,5,4,3,4,0,45503,1881,0.0597237656770916,0.12039741757950997,545.6093030639785,High,0
50,34750,Unemployed,26,8,2,4,0,24514,4169,0.11997122302158274,0.05878657074340528,572.0762589928058,Medium,1
45,32619,Employed,27,15,1,1,1,61196,3863,0.11842791011373739,0.1563403742195244,571.40822833318,Medium,0
64,11264,Employed,18,13,4,1,0,156989,3708,0.3291903409090909,1.1614361387310606,545.8109907670455,High,0
50,15686,Self-Employed,20,7,3,5,0,190771,1709,0.10895065663649114,1.0134886735517872,481.11660079051387,High,0
22,27226,Self-Employed,7,19,4,3,0,99633,1761,0.06468081980459854,0.3049566590758834,618.9409020788951,Medium,1
36,9721,Employed,0,18,4,2,1,186191,1692,0.17405616706100197,1.5961235126701643,443.3458491924699,High,0
21,23609,Employed,27,13,2,5,0,88324,1245,0.05273412681604473,0.3117596396854307,569.9663264009488,Medium,1
52,10373,Employed,16,6,3,3,0,161133,125,0.012050515762074616,1.2944905041935795,510.8845078569363,High,0
34,31937,Unemployed,6,4,1,5,0,146019,4752,0.14879293609293295,0.3810079218461346,519.28437235808,High,0
61,8656,Employed,13,17,2,4,0,90550,1199,0.1385166358595194,0.8717459950708565,566.0732439926063,Medium,1
45,11984,Unemployed,20,1,1,1,0,85331,2711,0.22621829105473965,0.5933675456163774,562.2517523364486,Medium,1
47,32984,Employed,29,10,0,1,0,168704,3446,0.10447489691971865,0.4262268574662463,641.889400921659,Medium,1
46,11286,Unemployed,20,7,4,5,0,155424,990,0.08771929824561403,1.1476165160375686,465.6166932482722,High,0
63,8901,Self-Employed,16,0,0,1,0,28653,3065,0.3443433322098641,0.26825637568812494,572.5834175935289,Medium,1
23,34552,Employed,8,11,4,0,0,102294,4954,0.1433780967816624,0.2467150960870572,632.9917226209772,Medium,1
52,28709,Unemployed,16,1,2,5,0,48755,1521,0.05297990177296318,0.1415206613489382,520.1511721063082,High,0
58,34055,Employed,4,17,1,4,0,109296,4728,0.1388342387314638,0.267449713698429,612.2929085303185,Medium,1
54,11429,Unemployed,25,6,1,5,1,103354,2498,0.21856680374485957,0.7535946568670342,398.5563041385948,High,0
41,17716,Self-Employed,24,16,2,5,0,76988,2565,0.14478437570557687,0.3621396854067886,570.8974937909235,Medium,1
46,14138,Employed,29,13,3,1,0,42921,4790,0.33880322535012025,0.25298840005658507,609.1643089545904,Medium,1
63,38298,Self-Employed,19,6,0,4,1,195075,2597,0.06781032952112381,0.42446733510888296,466.3947203509322,High,0
48,26429,Unemployed,28,2,0,5,0,51668,115,0.004351280790041242,0.16291447526076153,549.7029777895493,High,0
52,8772,Employed,7,5,1,1,0,60175,1031,0.11753305973552211,0.5716579267365861,596.5965572275421,Medium,1
50,38732,Employed,5,19,1,2,0,183810,1241,0.0320406898688423,0.39547402664463494,667.4266756170608,Medium,1
38,20347,Self-Employed,10,1,1,4,0,58452,1742,0.08561458691699023,0.2393964712242591,540.3624612965057,High,0
49,19920,Self-Employed,18,16,2,3,1,51149,3638,0.18263052208835343,0.21397674029451139,515.2457329317269,High,0
40,34822,Employed,3,11,3,0,0,20839,4399,0.12632818333237608,0.04987029272682021,656.8484004365057,Medium,1
50,26563,Employed,17,11,0,3,0,7155,4090,0.15397357226216918,0.02244663629861085,625.176373150623,Medium,1
20,10967,Employed,0,16,4,4,0,143091,1975,0.18008571168049603,1.0872845810157745,523.152639737394,High,0
35,14871,Employed,12,9,2,5,0,59512,4183,0.2812857238921391,0.3334902382713559,521.2362988366621,High,0
42,31763,Employed,13,2,0,1,0,197762,4403,0.13862040739224885,0.5188479257836687,592.23467556591,Medium,1
59,14916,Unemployed,23,19,3,4,0,91150,4897,0.32830517565030837,0.5092406364530259,565.0489407347815,Medium,1
48,11734,Employed,0,17,2,0,0,131041,163,0.013891256178626214,0.9306360434066246,657.4948866541674,Medium,1
20,36613,Self-Employed,29,12,0,4,0,31190,3310,0.09040504738753995,0.07099026757344841,614.8919782590883,Medium,1
57,31179,Employed,28,11,2,1,1,15928,3388,0.10866288206805863,0.0425713888621615,549.4061708201033,High,0
63,38262,Employed,10,16,0,3,0,53425,995,0.026004913491192307,0.11635783109438433,659.8979405153939,Medium,1
41,15677,Employed,16,3,0,2,0,79134,1877,0.11972954009057855,0.4206480831791797,585.3935701983798,Medium,1
49,21268,Employed,3,9,3,3,0,114875,1823,0.08571562911416213,0.4501089273399787,567.7075888659018,Medium,1
64,15330,Self-Employed,25,10,4,1,0,129264,4906,0.32002609262883236,0.7026744944553164,559.436399217221,Medium,1
39,23733,Unemployed,11,5,3,1,0,185046,2295,0.09670079635949944,0.6497492942316606,574.4109467829604,Medium,1
40,30286,Self-Employed,9,5,0,0,0,115191,3264,0.10777256818331903,0.31695337779832267,643.0500891501024,Medium,1
19,9610,Unemployed,5,8,2,4,0,183868,1348,0.14027055150884496,1.5944155393687132,477.50260145681585,High,0
44,9430,Unemployed,24,14,3,4,0,184815,1803,0.1911983032873807,1.6332184517497348,489.06309650053015,High,0
59,16828,Employed,0,1,4,3,1,108716,2251,0.13376515331590208,0.5383685920291578,406.6460660803423,High,0
19,34497,Self-Employed,6,3,0,2,0,173749,2900,0.08406528103893092,0.41972007227681635,589.7289619387193,Medium,1
43,39618,Self-Employed,25,4,3,2,0,61321,1593,0.04020899591094957,0.12898387938142594,587.4358877278005,Medium,1
34,29526,Employed,26,16,3,0,0,118782,432,0.014631172525909368,0.3352469010363747,678.1294452347083,Medium,1
57,33158,Self-Employed,20,7,3,1,0,114398,3817,0.11511550756981724,0.2875072883366508,603.935701791423,Medium,1
50,28032,Employed,27,7,3,0,0,63973,4917,0.1754066780821918,0.1901784864916286,622.5404894406392,Medium,1
26,32794,Employed,15,11,2,4,1,57414,1070,0.032627919741416114,0.14589559065682747,492.3309141916204,High,0
60,8448,Self-Employed,23,7,4,5,0,161674,4600,0.5445075757575758,1.5947956123737375,383.97135416666663,High,0
56,31861,Employed,13,18,4,5,0,34692,114,0.003578042120460751,0.09073789272150906,594.1263613822542,Medium,1
46,31141,Employed,22,2,0,5,0,110958,1439,0.046209177611508945,0.2969236697601233,536.6394785010115,High,0
59,12074,Unemployed,19,17,1,1,1,53750,1790,0.14825244326652312,0.3709762023079896,564.9511346695379,Medium,0
43,9406,Self-Employed,19,18,2,0,0,157832,994,0.1056772273017223,1.3983273088099795,623.4190941951946,Medium,1
52,34823,Employed,5,18,0,3,0,73456,4318,0.12399850673405508,0.17578420392652366,654.573126956322,Medium,1
42,26291,Self-Employed,21,14,0,4,0,29085,4731,0.17994751055494276,0.09218934236050359,612.8749381917767,Medium,1
41,35003,Employed,24,5,3,5,0,27925,4767,0.136188326714853,0.0664823967469455,524.668456989401,High,0
30,37406,Employed,27,15,1,2,0,10615,957,0.025584130888092818,0.023648166960737137,670.5110142757846,Medium,1
24,26312,Unemployed,4,7,1,0,0,42083,95,0.003610519914867741,0.1332820259450694,666.5698160535118,Medium,1
53,4382,Self-Employed,23,15,2,4,0,115764,2154,0.49155636695572796,2.2015061615700593,433.9228662711091,High,0
62,37171,Employed,20,17,1,4,0,14605,631,0.016975599257485673,0.032742819222870874,640.9983589357295,Medium,1
37,6292,Self-Employed,17,19,0,2,1,116093,3684,0.5855054036872218,1.5375741682559865,442.4849014621742,High,0
18,36187,Unemployed,14,15,1,2,0,49608,1701,0.04700583082322381,0.11423992041340814,662.5049050764086,Medium,1
25,15411,Employed,5,10,1,2,1,133788,697,0.04522743494906236,0.7234442930374408,501.166050223866,High,0
63,18422,Employed,24,6,4,5,0,24192,31,0.0016827706003691239,0.1094343719465856,533.2320052111605,High,0
33,35371,Employed,28,16,0,5,0,139403,4874,0.13779649995759238,0.32843054102701835,593.7585875434678,Medium,1
31,8693,Self-Employed,18,16,1,0,0,56330,548,0.0630392269642241,0.5399938647954293,680.0356608765674,Low,1
29,36535,Self-Employed,0,11,1,2,0,54949,2248,0.06153003968797044,0.1253341544637562,640.0963459696181,Medium,1
40,17818,Self-Employed,0,12,3,3,0,73382,1893,0.10624088000897969,0.34320163130916304,586.6589965203726,Medium,1
32,34238,Unemployed,12,9,1,4,0,104233,2834,0.08277352649103335,0.2536971591019725,579.8453472749577,Medium,1
45,33874,Self-Employed,2,6,1,2,0,173658,1703,0.050274546850091514,0.42721556355907186,598.3341205644447,Medium,1
51,29715,Employed,9,13,4,4,0,57243,1156,0.03890291098771664,0.16053340063940771,580.6996466431095,Medium,1
19,30605,Employed,20,0,0,1,0,105566,343,0.01120731906551217,0.28744213908402766,611.408593367097,Medium,1
49,37317,Employed,2,16,2,1,0,63618,4072,0.10911916820751937,0.14206661843127796,668.381702709221,Medium,1
40,34174,Employed,8,3,0,2,0,143621,3462,0.10130508573769532,0.35021995279062057,591.8301925440393,Medium,1
39,12956,Self-Employed,7,4,3,4,0,123168,2248,0.17351034269836368,0.7922198209323865,491.64556962025324,High,0
42,13837,Unemployed,2,19,0,1,0,57494,944,0.0682228806822288,0.3462576184625762,696.0377972103779,Low,1
39,6716,Employed,24,6,1,2,1,28958,3880,0.577724836212031,0.3593160611475084,439.1140559857058,High,0
39,7481,Employed,12,9,3,4,1,112960,2050,0.27402753642561156,1.2582988014080114,376.6187675444459,High,0
59,27282,Self-Employed,5,16,0,2,0,107478,3285,0.12040906091928744,0.32829338025071475,655.8533098746427,Medium,1
23,9548,Employed,12,6,3,5,0,173610,2855,0.2990155006284039,1.5152387934645999,423.2038123167156,High,0
32,10758,Employed,22,0,2,4,0,10833,1330,0.1236289273099089,0.08391429633760922,530.1296709425544,High,0
60,26177,Employed,19,6,0,1,0,159458,2003,0.07651755357756809,0.5076275610905248,620.3602399052603,Medium,1
54,27022,Employed,19,10,1,2,0,104341,3615,0.13377988305824884,0.32177793402906274,614.6397379912663,Medium,1
50,8542,Unemployed,11,8,3,1,0,99240,1787,0.20920159213298994,0.968157340201358,556.8063685319597,Medium,1
25,28476,Employed,12,11,4,2,0,112955,2246,0.07887343728051692,0.33055614084375146,595.7018190757128,Medium,1
61,33784,Employed,1,2,3,0,0,160904,3672,0.10869050438077196,0.39689399321177676,593.1434998816007,Medium,1
61,25740,Employed,20,3,4,1,0,175002,2155,0.08372183372183373,0.5665695415695415,560.9592074592074,Medium,1
22,27817,Unemployed,23,3,1,1,0,168479,3479,0.12506740482438797,0.5047243292471031,589.7084516662474,Medium,1
56,19052,Employed,22,12,2,3,0,9073,3020,0.15851354188536637,0.03968524739309959,608.5972601301701,Medium,1
